map_a,map_b,bit_agreement,descriptor_nc,identity_permutation_logo_nc
H51-BRGP,H51-VEGA,0.390625,0.3906249999999999,0.43918934583488756
H51-BRGP,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.69921875,0.6992187499999999,0.7379090993420947
H51-BRGP,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.703125,0.7031249999999999,0.7413572727035064
H51-BRGP,tianjin-latest-free.shp-gis_osm_natural_free_1,1.0,0.9999999999999998,1.0000000000000002
H51-BRGP,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.716796875,0.7167968749999999,0.7546901321548837
H51-BRGP,tianjin-latest-free.shp-gis_osm_places_free_1,0.994140625,0.9941406249999998,0.9952317823890993
H51-BRGP,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.71484375,0.7148437499999999,0.7526574514817594
H51-BRGP,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.984375,0.9843749999999998,0.9872826467470138
H51-BRGP,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.705078125,0.7050781249999999,0.7440850431505321
H51-BRGP,tianjin-latest-free.shp-gis_osm_pois_free_1,0.994140625,0.9941406249999998,0.9952317823890993
H51-BRGP,tianjin-latest-free.shp-gis_osm_railways_free_1,0.505859375,0.5058593749999999,0.5538915378873415
H51-BRGP,tianjin-latest-free.shp-gis_osm_roads_free_1,0.69140625,0.6914062499999999,0.7303049451893056
H51-BRGP,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.70703125,0.7070312499999999,0.7451354521028867
H51-BRGP,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.9765625,0.9765624999999998,0.9808002761072402
H51-BRGP,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.7109375,0.7109374999999999,0.7492284881492686
H51-BRGP,tianjin-latest-free.shp-gis_osm_transport_free_1,0.9921875,0.9921874999999998,0.9936356121857463
H51-BRGP,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.646484375,0.6464843749999999,0.6926505931631681
H51-BRGP,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.625,0.6249999999999999,0.6714652102688402
H51-CPTL,H51-HFCA,0.92578125,0.9257812499999998,0.9389069827371596
H51-CPTL,H51-HFCL,0.951171875,0.9511718749999998,0.9601959521602643
H51-CPTL,H51-HFCP,0.625,0.6249999999999999,0.6742583040113926
H51-CPTL,H51-HYDA,0.482421875,0.4824218749999999,0.5409079005404444
H51-CPTL,H51-HYDL,0.873046875,0.8730468749999998,0.8943080785636766
H51-CPTL,H51-HYDP,0.634765625,0.6347656249999999,0.684172319121686
H51-CPTL,H51-LFCL,0.828125,0.8281249999999998,0.8569685370686069
H51-CPTL,H51-LFCP,0.634765625,0.6347656249999999,0.684626060497877
H51-CPTL,H51-LRDL,0.87890625,0.8789062499999998,0.899328198596713
H51-CPTL,H51-LRRL,0.853515625,0.8535156249999998,0.8781483678326599
H51-CPTL,H51-RESA,0.91796875,0.9179687499999998,0.9322145918519347
H51-CPTL,H51-RESP,0.634765625,0.6347656249999999,0.684172319121686
H51-CPTL,H51-RFCA,0.87109375,0.8710937499999998,0.8925429942770245
H51-CPTL,H51-RFCP,0.63671875,0.6367187499999999,0.685874240313531
H51-CPTL,H51-TERL,0.5546875,0.5546874999999999,0.6143935502560414
H51-CPTL,H51-TERP,0.63671875,0.6367187499999999,0.685874240313531
H51-CPTL,H51-VEGA,0.650390625,0.6503906249999999,0.7008056950877415
H51-CPTL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.7421875,0.7421874999999999,0.7824865282804168
H51-CPTL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.755859375,0.7558593749999998,0.7943525779585664
H51-CPTL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.63671875,0.6367187499999999,0.685874240313531
H51-CPTL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.75390625,0.7539062499999998,0.7927011172975299
H51-CPTL,tianjin-latest-free.shp-gis_osm_places_free_1,0.634765625,0.6347656249999999,0.684626060497877
H51-CPTL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.75390625,0.7539062499999998,0.7927011172975299
H51-CPTL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.642578125,0.6425781249999999,0.6918633884230079
H51-CPTL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.74609375,0.7460937499999999,0.7851987947432892
H51-CPTL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.634765625,0.6347656249999999,0.684626060497877
H51-CPTL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.73046875,0.7304687499999999,0.7722389856931152
H51-CPTL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.78515625,0.7851562499999998,0.8179244732861611
H51-CPTL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.75,0.7499999999999999,0.7893981959754569
H51-CPTL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.623046875,0.6230468749999999,0.6720768131682225
H51-CPTL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.751953125,0.7519531249999998,0.7907580560635078
H51-CPTL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.6328125,0.6328124999999999,0.682470397929841
H51-CPTL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.77734375,0.7773437499999998,0.8122640282995447
H51-CPTL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.876953125,0.8769531249999998,0.8972036790796741
H51-HFCA,H51-HFCL,0.916015625,0.9160156249999998,0.9305145071284237
H51-HFCA,H51-HFCP,0.673828125,0.6738281249999999,0.7201790785749369
H51-HFCA,H51-HYDA,0.427734375,0.4277343749999999,0.48463371866786287
H51-HFCA,H51-HYDL,0.853515625,0.8535156249999998,0.8775209658274692
H51-HFCA,H51-HYDP,0.68359375,0.6835937499999999,0.729758950361852
H51-HFCA,H51-LFCL,0.81640625,0.8164062499999998,0.8457473911910447
H51-HFCA,H51-LFCP,0.68359375,0.6835937499999999,0.7301431227862722
H51-HFCA,H51-LRDL,0.845703125,0.8457031249999998,0.8706359367076447
H51-HFCA,H51-LRRL,0.814453125,0.8144531249999998,0.8433001854748222
H51-HFCA,H51-RESA,0.96875,0.9687499999999998,0.9744928134092338
H51-HFCA,H51-RESP,0.68359375,0.6835937499999999,0.729758950361852
H51-HFCA,H51-RFCA,0.921875,0.9218749999999998,0.9358536186096907
H51-HFCA,H51-RFCP,0.685546875,0.6855468749999999,0.7314365571442931
H51-HFCA,H51-TERL,0.50390625,0.5039062499999999,0.5655004312715118
H51-HFCA,H51-TERP,0.685546875,0.6855468749999999,0.7314365571442931
H51-HFCA,H51-VEGA,0.59765625,0.5976562499999999,0.651323528293008
H51-HFCA,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.75,0.7499999999999999,0.7888106377466156
H51-HFCA,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.763671875,0.7636718749999998,0.8006838894032171
H51-HFCA,tianjin-latest-free.shp-gis_osm_natural_free_1,0.685546875,0.6855468749999999,0.7314365571442931
H51-HFCA,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.76171875,0.7617187499999998,0.799029583846599
H51-HFCA,tianjin-latest-free.shp-gis_osm_places_free_1,0.68359375,0.6835937499999999,0.7301431227862722
H51-HFCA,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.76171875,0.7617187499999998,0.799029583846599
H51-HFCA,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.69140625,0.6914062499999999,0.73721497237438
H51-HFCA,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.75390625,0.7539062499999998,0.7915543352055221
H51-HFCA,tianjin-latest-free.shp-gis_osm_pois_free_1,0.68359375,0.6835937499999999,0.7301431227862722
H51-HFCA,tianjin-latest-free.shp-gis_osm_railways_free_1,0.69140625,0.6914062499999999,0.7364693774916162
H51-HFCA,tianjin-latest-free.shp-gis_osm_roads_free_1,0.79296875,0.7929687499999998,0.8248129207183592
H51-HFCA,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.7578125,0.7578124999999998,0.7957209727333625
H51-HFCA,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.671875,0.6718749999999999,0.7180939363692389
H51-HFCA,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.759765625,0.7597656249999998,0.7970964637733657
H51-HFCA,tianjin-latest-free.shp-gis_osm_transport_free_1,0.681640625,0.6816406249999999,0.728081343579411
H51-HFCA,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.79296875,0.7929687499999998,0.8261989418284266
H51-HFCA,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.841796875,0.8417968749999998,0.8671795862894532
H51-HFCL,H51-HFCP,0.634765625,0.6347656249999999,0.6810142388788024
H51-HFCL,H51-HYDA,0.4765625,0.4765624999999999,0.537087679824717
H51-HFCL,H51-HYDL,0.90234375,0.9023437499999998,0.9189725686932022
H51-HFCL,H51-HYDP,0.646484375,0.6464843749999999,0.6922191880180303
H51-HFCL,H51-LFCL,0.8515625,0.8515624999999998,0.876683565532099
H51-HFCL,H51-LFCP,0.646484375,0.6464843749999999,0.6926505931631681
H51-HFCL,H51-LRDL,0.90625,0.9062499999999998,0.9224089800628451
H51-HFCL,H51-LRRL,0.873046875,0.8730468749999998,0.8945750668694888
H51-HFCL,H51-RESA,0.908203125,0.9082031249999998,0.9239399503778558
H51-HFCL,H51-RESP,0.646484375,0.6464843749999999,0.6922191880180303
H51-HFCL,H51-RFCA,0.865234375,0.8652343749999998,0.8873623224535716
H51-HFCL,H51-RFCP,0.6484375,0.6484374999999999,0.6939368534969832
H51-HFCL,H51-TERL,0.552734375,0.5527343749999999,0.6126916290641964
H51-HFCL,H51-TERP,0.6484375,0.6484374999999999,0.6939368534969832
H51-HFCL,H51-VEGA,0.6484375,0.6484374999999999,0.6991251058908884
H51-HFCL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.74609375,0.7460937499999999,0.7843143397707556
H51-HFCL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.751953125,0.7519531249999998,0.7901789139488492
H51-HFCL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.6484375,0.6484374999999999,0.6939368534969832
H51-HFCL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.755859375,0.7558593749999998,0.7932172644811639
H51-HFCL,tianjin-latest-free.shp-gis_osm_places_free_1,0.646484375,0.6464843749999999,0.6926505931631681
H51-HFCL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.7578125,0.7578124999999998,0.7946027978767797
H51-HFCL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.654296875,0.6542968749999999,0.6999280363976131
H51-HFCL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.744140625,0.7441406249999999,0.7823505829279135
H51-HFCL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.646484375,0.6464843749999999,0.6926505931631681
H51-HFCL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.7421875,0.7421874999999999,0.7824865282804168
H51-HFCL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.80859375,0.8085937499999998,0.838116354923494
H51-HFCL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.751953125,0.7519531249999998,0.7893206015139731
H51-HFCL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.630859375,0.6308593749999999,0.6766569515853519
H51-HFCL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.75390625,0.7539062499999998,0.7912711299611538
H51-HFCL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.64453125,0.6445312499999999,0.6905015225390773
H51-HFCL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.787109375,0.7871093749999998,0.8205355560826357
H51-HFCL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.90234375,0.9023437499999998,0.918878811609685
H51-HFCP,H51-HYDA,0.2109375,0.21093749999999994,0.24343979454577497
H51-HFCP,H51-HYDL,0.650390625,0.6503906249999999,0.6952303063500375
H51-HFCP,H51-HYDP,0.982421875,0.9824218749999998,0.9856315407139623
H51-HFCP,H51-LFCL,0.671875,0.6718749999999999,0.7137718858122131
H51-HFCP,H51-LFCP,0.986328125,0.9863281249999998,0.9888380783344103
H51-HFCP,H51-LRDL,0.62109375,0.6210937499999999,0.667064881973732
H51-HFCP,H51-LRRL,0.52734375,0.5273437499999999,0.5767635656249458
H51-HFCP,H51-RESA,0.6640625,0.6640624999999999,0.710925567450541
H51-HFCP,H51-RESP,0.982421875,0.9824218749999998,0.9856315407139623
H51-HFCP,H51-RFCA,0.708984375,0.7089843749999999,0.7515678385335856
H51-HFCP,H51-RFCP,0.978515625,0.9785156249999998,0.9824172109183679
H51-HFCP,H51-TERL,0.31640625,0.31640624999999994,0.36859953531361656
H51-HFCP,H51-TERP,0.978515625,0.9785156249999998,0.9824172109183679
H51-HFCP,H51-VEGA,0.3828125,0.3828124999999999,0.4309497054661686
H51-HFCP,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.689453125,0.6894531249999999,0.7292886659385656
H51-HFCP,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.693359375,0.6933593749999999,0.7320355256281428
H51-HFCP,tianjin-latest-free.shp-gis_osm_natural_free_1,0.98046875,0.9804687499999998,0.9840314895115047
H51-HFCP,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.70703125,0.7070312499999999,0.7461335546928102
H51-HFCP,tianjin-latest-free.shp-gis_osm_places_free_1,0.986328125,0.9863281249999998,0.9888380783344103
H51-HFCP,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.705078125,0.7050781249999999,0.7440850431505321
H51-HFCP,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.96484375,0.9648437499999998,0.9711987435832479
H51-HFCP,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.6953125,0.6953124999999999,0.7355126348193048
H51-HFCP,tianjin-latest-free.shp-gis_osm_pois_free_1,0.986328125,0.9863281249999998,0.9888380783344103
H51-HFCP,tianjin-latest-free.shp-gis_osm_railways_free_1,0.494140625,0.4941406249999999,0.5424430095730449
H51-HFCP,tianjin-latest-free.shp-gis_osm_roads_free_1,0.677734375,0.6777343749999999,0.71744217774779
H51-HFCP,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.697265625,0.6972656249999999,0.7365311166282575
H51-HFCP,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.99609375,0.9960937499999998,0.9968203417119826
H51-HFCP,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.701171875,0.7011718749999999,0.7406560798180412
H51-HFCP,tianjin-latest-free.shp-gis_osm_transport_free_1,0.98828125,0.9882812499999998,0.9904419592915452
H51-HFCP,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.63671875,0.6367187499999999,0.6831842366855566
H51-HFCP,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.609375,0.6093749999999999,0.6561534731650367
H51-HYDA,H51-HYDL,0.478515625,0.4785156249999999,0.5402530684735174
H51-HYDA,H51-HYDP,0.2109375,0.21093749999999994,0.24343979454577497
H51-HYDA,H51-LFCL,0.47265625,0.4726562499999999,0.5328781253336419
H51-HYDA,H51-LFCP,0.212890625,0.21289062499999994,0.2480446320882411
H51-HYDA,H51-LRDL,0.509765625,0.5097656249999999,0.5706726913136293
H51-HYDA,H51-LRRL,0.58203125,0.5820312499999999,0.6398330107054869
H51-HYDA,H51-RESA,0.451171875,0.4511718749999999,0.5098500661440478
H51-HYDA,H51-RESP,0.2109375,0.21093749999999994,0.24343979454577497
H51-HYDA,H51-RFCA,0.41796875,0.4179687499999999,0.47406158144328897
H51-HYDA,H51-RFCP,0.212890625,0.21289062499999994,0.24535664332172594
H51-HYDA,H51-TERL,0.859375,0.8593749999999998,0.8821566390837383
H51-HYDA,H51-TERP,0.212890625,0.21289062499999994,0.24535664332172594
H51-HYDA,H51-VEGA,0.8125,0.8124999999999998,0.8426570880799888
H51-HYDA,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.494140625,0.4941406249999999,0.5548335857176527
H51-HYDA,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.4921875,0.4921874999999999,0.5537857404279094
H51-HYDA,tianjin-latest-free.shp-gis_osm_natural_free_1,0.212890625,0.21289062499999994,0.24535664332172594
H51-HYDA,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.4765625,0.4765624999999999,0.5363724081227149
H51-HYDA,tianjin-latest-free.shp-gis_osm_places_free_1,0.212890625,0.21289062499999994,0.2480446320882411
H51-HYDA,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.478515625,0.4785156249999999,0.538831470992979
H51-HYDA,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.21875,0.21874999999999994,0.2511071896495789
H51-HYDA,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.486328125,0.4863281249999999,0.5478981658961821
H51-HYDA,tianjin-latest-free.shp-gis_osm_pois_free_1,0.212890625,0.21289062499999994,0.2480446320882411
H51-HYDA,tianjin-latest-free.shp-gis_osm_railways_free_1,0.669921875,0.6699218749999999,0.7168058744598319
H51-HYDA,tianjin-latest-free.shp-gis_osm_roads_free_1,0.447265625,0.4472656249999999,0.5116952814602673
H51-HYDA,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.486328125,0.4863281249999999,0.5472016609940771
H51-HYDA,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.20703125,0.20703124999999994,0.23687157742594683
H51-HYDA,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.48046875,0.4804687499999999,0.5412831038576298
H51-HYDA,tianjin-latest-free.shp-gis_osm_transport_free_1,0.212890625,0.21289062499999994,0.2480446320882411
H51-HYDA,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.54296875,0.5429687499999999,0.598780831837677
H51-HYDA,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.50390625,0.5039062499999999,0.5655004312715118
H51-HYDL,H51-HYDP,0.662109375,0.6621093749999999,0.7063664464931318
H51-HYDL,H51-LFCL,0.9453125,0.9453124999999998,0.9555555555555557
H51-HYDL,H51-LFCP,0.662109375,0.6621093749999999,0.706773298367272
H51-HYDL,H51-LRDL,0.962890625,0.9628906249999998,0.9695636117328529
H51-HYDL,H51-LRRL,0.822265625,0.8222656249999998,0.8512773481578626
H51-HYDL,H51-RESA,0.849609375,0.8496093749999998,0.8743999597296935
H51-HYDL,H51-RESP,0.662109375,0.6621093749999999,0.7063664464931318
H51-HYDL,H51-RFCA,0.845703125,0.8457031249999998,0.8704768470738238
H51-HYDL,H51-RFCP,0.6640625,0.6640624999999999,0.7080809281593774
H51-HYDL,H51-TERL,0.578125,0.5781249999999999,0.6380796906421464
H51-HYDL,H51-TERP,0.6640625,0.6640624999999999,0.7080809281593774
H51-HYDL,H51-VEGA,0.6484375,0.6484374999999999,0.6995620282779134
H51-HYDL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.80078125,0.8007812499999998,0.8348692877545961
H51-HYDL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.80078125,0.8007812499999998,0.8353500034340456
H51-HYDL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.6640625,0.6640624999999999,0.7080809281593774
H51-HYDL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.8046875,0.8046874999999998,0.8383457614223996
H51-HYDL,tianjin-latest-free.shp-gis_osm_places_free_1,0.662109375,0.6621093749999999,0.706773298367272
H51-HYDL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.80859375,0.8085937499999998,0.8415826176441077
H51-HYDL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.666015625,0.6660156249999999,0.7097954098256228
H51-HYDL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.794921875,0.7949218749999998,0.8297597796890761
H51-HYDL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.662109375,0.6621093749999999,0.706773298367272
H51-HYDL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.791015625,0.7910156249999998,0.8257662185277743
H51-HYDL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.884765625,0.8847656249999998,0.9047013139674158
H51-HYDL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.806640625,0.8066406249999998,0.8397326039939433
H51-HYDL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.646484375,0.6464843749999999,0.6909297620095349
H51-HYDL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.802734375,0.8027343749999998,0.8364903931677119
H51-HYDL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.66015625,0.6601562499999999,0.7046519648268864
H51-HYDL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.810546875,0.8105468749999998,0.8418674762869371
H51-HYDL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.94921875,0.9492187499999998,0.9584306702721809
H51-HYDP,H51-LFCL,0.681640625,0.6816406249999999,0.7227641798688509
H51-HYDP,H51-LFCP,0.99609375,0.9960937499999998,0.9968216095175163
H51-HYDP,H51-LRDL,0.630859375,0.6308593749999999,0.6762034325933893
H51-HYDP,H51-LRRL,0.53515625,0.5351562499999999,0.5863257642179084
H51-HYDP,H51-RESA,0.671875,0.6718749999999999,0.7184924765173845
H51-HYDP,H51-RESP,1.0,0.9999999999999998,1.0000000000000002
H51-HYDP,H51-RFCA,0.71875,0.7187499999999999,0.7609517849690735
H51-HYDP,H51-RFCP,0.99609375,0.9960937499999998,0.9968216095175163
H51-HYDP,H51-TERL,0.3203125,0.32031249999999994,0.3701713954735861
H51-HYDP,H51-TERP,0.99609375,0.9960937499999998,0.9968216095175163
H51-HYDP,H51-VEGA,0.388671875,0.3886718749999999,0.4373593902272422
H51-HYDP,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.697265625,0.6972656249999999,0.7361850126613889
H51-HYDP,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.701171875,0.7011718749999999,0.7396331860228006
H51-HYDP,tianjin-latest-free.shp-gis_osm_natural_free_1,0.998046875,0.9980468749999998,0.9984126984126986
H51-HYDP,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.71484375,0.7148437499999999,0.7529788166624689
H51-HYDP,tianjin-latest-free.shp-gis_osm_places_free_1,0.99609375,0.9960937499999998,0.9968216095175163
H51-HYDP,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.712890625,0.7128906249999999,0.750942969815514
H51-HYDP,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.982421875,0.9824218749999998,0.9856928196185967
H51-HYDP,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.703125,0.7031249999999999,0.7423705614842867
H51-HYDP,tianjin-latest-free.shp-gis_osm_pois_free_1,0.99609375,0.9960937499999998,0.9968216095175163
H51-HYDP,tianjin-latest-free.shp-gis_osm_railways_free_1,0.50390625,0.5039062499999999,0.5520990086385151
H51-HYDP,tianjin-latest-free.shp-gis_osm_roads_free_1,0.689453125,0.6894531249999999,0.7285743647504683
H51-HYDP,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.705078125,0.7050781249999999,0.7434145850079609
H51-HYDP,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.978515625,0.9785156249999998,0.9824055138750099
H51-HYDP,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.708984375,0.7089843749999999,0.747514006483023
H51-HYDP,tianjin-latest-free.shp-gis_osm_transport_free_1,0.994140625,0.9941406249999998,0.9952279769488644
H51-HYDP,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.64453125,0.6445312499999999,0.6909361114969227
H51-HYDP,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.623046875,0.6230468749999999,0.669734629830003
H51-LFCL,H51-LFCP,0.68359375,0.6835937499999999,0.725225744821832
H51-LFCL,H51-LRDL,0.919921875,0.9199218749999998,0.934429902235315
H51-LFCL,H51-LRRL,0.771484375,0.7714843749999998,0.808631469444752
H51-LFCL,H51-RESA,0.81640625,0.8164062499999998,0.8463566698448114
H51-LFCL,H51-RESP,0.681640625,0.6816406249999999,0.7227641798688509
H51-LFCL,H51-RFCA,0.83203125,0.8320312499999998,0.8587595437389908
H51-LFCL,H51-RFCP,0.685546875,0.6855468749999999,0.7265724975970888
H51-LFCL,H51-TERL,0.5859375,0.5859374999999999,0.6437500935451295
H51-LFCL,H51-TERP,0.685546875,0.6855468749999999,0.7265724975970888
H51-LFCL,H51-VEGA,0.64453125,0.6445312499999999,0.6935591320220839
H51-LFCL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.83984375,0.8398437499999998,0.8665649447396209
H51-LFCL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.8359375,0.8359374999999998,0.8633010466426732
H51-LFCL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.68359375,0.6835937499999999,0.7244850469637767
H51-LFCL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.84375,0.8437499999999998,0.8700022790772549
H51-LFCL,tianjin-latest-free.shp-gis_osm_places_free_1,0.68359375,0.6835937499999999,0.725225744821832
H51-LFCL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.84765625,0.8476562499999998,0.8732607145794169
H51-LFCL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.6875,0.6874999999999999,0.7282901630760418
H51-LFCL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.833984375,0.8339843749999998,0.8614838058314871
H51-LFCL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.68359375,0.6835937499999999,0.725225744821832
H51-LFCL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.796875,0.7968749999999998,0.8304246173859496
H51-LFCL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.921875,0.9218749999999998,0.9356860325390904
H51-LFCL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.845703125,0.8457031249999998,0.8714607918850424
H51-LFCL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.66796875,0.6679687499999999,0.709537979923259
H51-LFCL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.841796875,0.8417968749999998,0.8681968937880947
H51-LFCL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.681640625,0.6816406249999999,0.7231371666391829
H51-LFCL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.806640625,0.8066406249999998,0.8381555393230593
H51-LFCL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.90625,0.9062499999999998,0.9234555465858368
H51-LFCP,H51-LRDL,0.6328125,0.6328124999999999,0.678838491174368
H51-LFCP,H51-LRRL,0.53515625,0.5351562499999999,0.586941249940191
H51-LFCP,H51-RESA,0.671875,0.6718749999999999,0.7188918942063233
H51-LFCP,H51-RESP,0.99609375,0.9960937499999998,0.9968216095175163
H51-LFCP,H51-RFCA,0.71875,0.7187499999999999,0.7612861187205207
H51-LFCP,H51-RFCP,0.9921875,0.9921874999999998,0.9936356121857463
H51-LFCP,H51-TERL,0.322265625,0.32226562499999994,0.37410102091531233
H51-LFCP,H51-TERP,0.9921875,0.9921874999999998,0.9936356121857463
H51-LFCP,H51-VEGA,0.390625,0.3906249999999999,0.44099243857010123
H51-LFCP,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.69921875,0.6992187499999999,0.7385961559497594
H51-LFCP,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.701171875,0.7011718749999999,0.7399728508181093
H51-LFCP,tianjin-latest-free.shp-gis_osm_natural_free_1,0.994140625,0.9941406249999998,0.9952317823890993
H51-LFCP,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.716796875,0.7167968749999999,0.7553306885701637
H51-LFCP,tianjin-latest-free.shp-gis_osm_places_free_1,1.0,0.9999999999999998,1.0000000000000002
