claimed_map,query_map,recovered_logo_nc,accept_at_nominal_0_90
H51-HFCA,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.7995857402098571,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_places_free_1,0.7289934196518454,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.7998659078259269,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.7353584970929099,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.7918389536840358,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_pois_free_1,0.7289934196518454,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_railways_free_1,0.7303049451893056,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_roads_free_1,0.8257303305182603,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.7965742785756145,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.7180939363692389,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.7976554992806395,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_transport_free_1,0.7273098320775917,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.8239229734193714,0
H51-HFCA,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.8665407417674355,0
H51-HFCL,H51-AANP,0.7004378082196491,0
H51-HFCL,H51-AGNP,0.6987661189398885,0
H51-HFCL,H51-BOUA,0.5727206988359516,0
H51-HFCL,H51-BOUL,0.9582786214580388,1
H51-HFCL,H51-BOUP,0.7067449421477876,0
H51-HFCL,H51-BRGA,0.9305961637410807,1
H51-HFCL,H51-BRGL,0.9500692495536147,1
H51-HFCL,H51-BRGP,0.7004378082196491,0
H51-HFCL,H51-CPTL,0.9601385821151533,1
H51-HFCL,H51-HFCA,0.9307662365736411,1
H51-HFCL,H51-HFCP,0.688277118039353,0
H51-HFCL,H51-HYDA,0.5277289302859255,0
H51-HFCL,H51-HYDL,0.9191667692366137,1
H51-HFCL,H51-HYDP,0.6987661189398885,0
H51-HFCL,H51-LFCL,0.8754227382503796,0
H51-HFCL,H51-LFCP,0.6983249591786136,0
H51-HFCL,H51-LRDL,0.9225040231868104,1
H51-HFCL,H51-LRRL,0.8952777492172805,0
H51-HFCL,H51-RESA,0.9240300854759608,1
H51-HFCL,H51-RESP,0.6987661189398885,0
H51-HFCL,H51-RFCA,0.887923674339146,0
H51-HFCL,H51-RFCP,0.7008766440504623,0
H51-HFCL,H51-TERL,0.6027570321242082,0
H51-HFCL,H51-TERP,0.7008766440504623,0
H51-HFCL,H51-VEGA,0.6939368534969832,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.7814590268710259,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.7873688808189773,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.7004378082196491,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.7912861598992317,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_places_free_1,0.6983249591786136,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.7924377791933483,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.7067449421477876,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.7794799058650054,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.6983249591786136,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.7803823284825754,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.8371257844380785,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.7873688808189773,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.6849278376595994,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.7890585136104342,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.6962068147130313,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.8198241328914336,0
H51-HFCL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.9195812815487446,1
H51-HFCP,H51-AANP,0.9840314895115047,1
H51-HFCP,H51-AGNP,0.9856315407139623,1
H51-HFCP,H51-BOUA,0.28680078409008886,0
H51-HFCP,H51-BOUL,0.6455065036862819,0
H51-HFCP,H51-BOUP,0.9711987435832479,1
H51-HFCP,H51-BRGA,0.6832667180756565,0
H51-HFCP,H51-BRGL,0.6780216354007792,0
H51-HFCP,H51-BRGP,0.9840314895115047,1
H51-HFCP,H51-CPTL,0.6742583040113926,0
H51-HFCP,H51-HFCA,0.7201790785749369,0
H51-HFCP,H51-HFCL,0.6810142388788024,0
H51-HFCP,H51-HYDA,0.24343979454577497,0
H51-HFCP,H51-HYDL,0.6952303063500375,0
H51-HFCP,H51-HYDP,0.9856315407139623,1
H51-HFCP,H51-LFCL,0.7137718858122131,0
H51-HFCP,H51-LFCP,0.9888380783344103,1
H51-HFCP,H51-LRDL,0.667064881973732,0
H51-HFCP,H51-LRRL,0.5767635656249458,0
H51-HFCP,H51-RESA,0.710925567450541,0
H51-HFCP,H51-RESP,0.9856315407139623,1
H51-HFCP,H51-RFCA,0.7515678385335856,0
H51-HFCP,H51-RFCP,0.9824172109183679,1
H51-HFCP,H51-TERL,0.36859953531361656,0
H51-HFCP,H51-TERP,0.9824172109183679,1
H51-HFCP,H51-VEGA,0.4309497054661686,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.7292886659385656,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.7320355256281428,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_natural_free_1,0.9840314895115047,1
H51-HFCP,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.7461335546928102,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_places_free_1,0.9888380783344103,1
H51-HFCP,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.7440850431505321,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.9711987435832479,1
H51-HFCP,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.7355126348193048,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_pois_free_1,0.9888380783344103,1
H51-HFCP,tianjin-latest-free.shp-gis_osm_railways_free_1,0.5424430095730449,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_roads_free_1,0.71744217774779,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.7365311166282575,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.9968203417119826,1
H51-HFCP,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.7406560798180412,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_transport_free_1,0.9904419592915452,1
H51-HFCP,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.6831842366855566,0
H51-HFCP,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.6561534731650367,0
H51-HYDA,H51-AANP,0.254680717324783,0
H51-HYDA,H51-AGNP,0.2527941934927475,0
H51-HYDA,H51-BOUA,0.9616307726770964,1
H51-HYDA,H51-BOUL,0.5757613360338019,0
H51-HYDA,H51-BOUP,0.26164083021631235,0
H51-HYDA,H51-BRGA,0.538850671761303,0
H51-HYDA,H51-BRGL,0.5485139501408625,0
H51-HYDA,H51-BRGP,0.254680717324783,0
H51-HYDA,H51-CPTL,0.5394939033881396,0
H51-HYDA,H51-HFCA,0.4797350513460339,0
H51-HYDA,H51-HFCL,0.5299002577700086,0
H51-HYDA,H51-HFCP,0.2554243969846184,0
H51-HYDA,H51-HYDL,0.5266264473422627,0
H51-HYDA,H51-HYDP,0.2527941934927475,0
H51-HYDA,H51-LFCL,0.5182674893104819,0
H51-HYDA,H51-LFCP,0.2559939058231545,0
H51-HYDA,H51-LRDL,0.5574765963849941,0
H51-HYDA,H51-LRRL,0.6307180434276876,0
H51-HYDA,H51-RESA,0.5013772341135241,0
H51-HYDA,H51-RESP,0.2527941934927475,0
H51-HYDA,H51-RFCA,0.46650439782622277,0
H51-HYDA,H51-RFCP,0.254680717324783,0
H51-HYDA,H51-TERL,0.8822981080162957,0
H51-HYDA,H51-TERP,0.254680717324783,0
H51-HYDA,H51-VEGA,0.8428657903395899,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.5438291349387164,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.5441257680457134,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_natural_free_1,0.254680717324783,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.5291772589866003,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_places_free_1,0.2559939058231545,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.5302387991888489,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.26164083021631235,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.5394957659999493,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_pois_free_1,0.2559939058231545,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_railways_free_1,0.7124389772992958,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_roads_free_1,0.49225805845660314,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.535966245399078,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.25034698142999673,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.5327407422120992,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_transport_free_1,0.2559939058231545,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.5939704864664209,0
H51-HYDA,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.5527736930791558,0
H51-HYDL,H51-AANP,0.7133967208875045,0
H51-HYDL,H51-AGNP,0.7117220806976278,0
H51-HYDL,H51-BOUA,0.5706628093600347,0
H51-HYDL,H51-BOUL,0.9014644577457077,1
H51-HYDL,H51-BOUP,0.7158954292801152,0
H51-HYDL,H51-BRGA,0.879777585583741,0
H51-HYDL,H51-BRGL,0.9505690945857664,1
H51-HYDL,H51-BRGP,0.7133967208875045,0
H51-HYDL,H51-CPTL,0.8961844296374866,0
H51-HYDL,H51-HFCA,0.8791466186007529,0
H51-HYDL,H51-HFCL,0.9195812815487446,1
H51-HYDL,H51-HFCP,0.7016742395583672,0
H51-HYDL,H51-HYDA,0.525176207131779,0
H51-HYDL,H51-HYDP,0.7117220806976278,0
H51-HYDL,H51-LFCL,0.955062921386032,1
H51-HYDL,H51-LFCP,0.7121396331779725,0
H51-HYDL,H51-LRDL,0.9696683579143571,1
H51-HYDL,H51-LRRL,0.8493957424325842,0
H51-HYDL,H51-RESA,0.8753969230824892,0
H51-HYDL,H51-RESP,0.7117220806976278,0
H51-HYDL,H51-RFCA,0.8728775036767419,0
H51-HYDL,H51-RFCP,0.7129828825374417,0
H51-HYDL,H51-TERL,0.6256020508344551,0
H51-HYDL,H51-TERP,0.7129828825374417,0
H51-HYDL,H51-VEGA,0.6943650748294137,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.8332348610100081,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.8321156949789633,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.7133967208875045,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.8362937373934721,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_places_free_1,0.7121396331779725,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.839579763866531,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.7158954292801152,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.8271527783091086,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.7121396331779725,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.8220273233961092,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.9035522292107693,1
H51-HYDL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.8381555393230593,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.6978844214954723,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.8344280149542077,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.710047440507751,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.840593476467589,0
H51-HYDL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.9581094416255995,1
H51-HYDP,H51-AANP,0.9984114366459335,1
H51-HYDP,H51-AGNP,1.0000000000000002,1
H51-HYDP,H51-BOUA,0.2979597712518421,0
H51-HYDP,H51-BOUL,0.6618378496980037,0
H51-HYDP,H51-BOUP,0.9856315407139623,1
H51-HYDP,H51-BRGA,0.6948800477116488,0
H51-HYDP,H51-BRGL,0.69497567879886,0
H51-HYDP,H51-BRGP,0.9984114366459335,1
H51-HYDP,H51-CPTL,0.6887359832613256,0
H51-HYDP,H51-HFCA,0.7324670207647145,0
H51-HYDP,H51-HFCL,0.7014255560061241,0
H51-HYDP,H51-HFCP,0.9856928196185967,1
H51-HYDP,H51-HYDA,0.24881392527020954,0
H51-HYDP,H51-HYDL,0.7121396331779725,0
H51-HYDP,H51-LFCL,0.7308098555593644,0
H51-HYDP,H51-LFCP,0.9968253968253971,1
H51-HYDP,H51-LRDL,0.6830738333087809,0
H51-HYDP,H51-LRRL,0.5998196409672466,0
H51-HYDP,H51-RESA,0.7221172848061962,0
H51-HYDP,H51-RESP,1.0000000000000002,1
H51-HYDP,H51-RFCA,0.7629748253988725,0
H51-HYDP,H51-RFCP,0.9968203417119826,1
H51-HYDP,H51-TERL,0.38461600003889485,0
H51-HYDP,H51-TERP,0.9968203417119826,1
H51-HYDP,H51-VEGA,0.4463397829577606,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.7429619451845781,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.746293613100204,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_natural_free_1,0.9984114366459335,1
H51-HYDP,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.7582957496926851,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_places_free_1,0.9968253968253971,1
H51-HYDP,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.756978119245116,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.9856315407139623,1
H51-HYDP,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.7483181740388339,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_pois_free_1,0.9968253968253971,1
H51-HYDP,tianjin-latest-free.shp-gis_osm_railways_free_1,0.5641692230609328,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_roads_free_1,0.7374385163807645,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.7503379603043694,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.9824890588439189,1
H51-HYDP,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.7533069618657595,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_transport_free_1,0.9952380952380954,1
H51-HYDP,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.6957639274971822,0
H51-HYDP,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.6768022048499812,0
H51-LFCL,H51-AANP,0.7241164058964481,0
H51-LFCL,H51-AGNP,0.722021601299964,0
H51-LFCL,H51-BOUA,0.5758449513557468,0
H51-LFCL,H51-BOUL,0.8632146530825343,0
H51-LFCL,H51-BOUP,0.7290203997686631,0
H51-LFCL,H51-BRGA,0.8501105834910033,0
H51-LFCL,H51-BRGL,0.9144118826325401,1
H51-LFCL,H51-BRGP,0.7241164058964481,0
H51-LFCL,H51-CPTL,0.8567732504487777,0
H51-LFCL,H51-HFCA,0.8469815561579345,0
H51-LFCL,H51-HFCL,0.877018028495605,0
H51-LFCL,H51-HFCP,0.7129991408009334,0
H51-LFCL,H51-HYDA,0.5371978899624134,0
H51-LFCL,H51-HYDL,0.9552305678672655,1
H51-LFCL,H51-HYDP,0.722021601299964,0
H51-LFCL,H51-LFCP,0.7241164058964481,0
H51-LFCL,H51-LRDL,0.9339924626969467,1
H51-LFCL,H51-LRRL,0.8099970605472826,0
H51-LFCL,H51-RESA,0.8467715586730746,0
H51-LFCL,H51-RESP,0.722021601299964,0
H51-LFCL,H51-RFCA,0.8598491117027746,0
H51-LFCL,H51-RFCP,0.7262059140587025,0
H51-LFCL,H51-TERL,0.6410933158067303,0
H51-LFCL,H51-TERP,0.7262059140587025,0
H51-LFCL,H51-VEGA,0.6948800477116488,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.8672913960169106,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.8638594966625998,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.7241164058964481,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.8698288428365686,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_places_free_1,0.7241164058964481,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.8736022729407494,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.7290203997686631,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.8620450644378711,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.7241164058964481,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.8323663398128229,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.9351068047755231,1
H51-LFCL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.8723327517503348,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.7091466767453749,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.868373061326174,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.722021601299964,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.8375042392301184,0
H51-LFCL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.9229059206659636,1
H51-LFCP,H51-AANP,0.9952317823890993,1
H51-LFCP,H51-AGNP,0.9968253968253971,1
H51-LFCP,H51-BOUA,0.30104240500852,0
H51-LFCP,H51-BOUL,0.6618378496980037,0
H51-LFCP,H51-BOUP,0.9824314383090469,1
H51-LFCP,H51-BRGA,0.6948800477116488,0
H51-LFCP,H51-BRGL,0.69497567879886,0
H51-LFCP,H51-BRGP,0.9952317823890993,1
H51-LFCP,H51-CPTL,0.6887359832613256,0
H51-LFCP,H51-HFCA,0.7324670207647145,0
H51-LFCP,H51-HFCL,0.7014255560061241,0
H51-LFCP,H51-HFCP,0.9888724738754309,1
H51-LFCP,H51-HYDA,0.25204044142283877,0
H51-LFCP,H51-HYDL,0.7121396331779725,0
H51-LFCP,H51-HYDP,0.9968253968253971,1
H51-LFCP,H51-LFCL,0.7328573615818702,0
H51-LFCP,H51-LRDL,0.6852201427212496,0
H51-LFCP,H51-LRRL,0.5998196409672466,0
H51-LFCP,H51-RESA,0.7221172848061962,0
H51-LFCP,H51-RESP,0.9968253968253971,1
H51-LFCP,H51-RFCA,0.7629748253988725,0
H51-LFCP,H51-RFCP,0.9936356121857463,1
H51-LFCP,H51-TERL,0.38741353341407475,0
H51-LFCP,H51-TERP,0.9936356121857463,1
H51-LFCP,H51-VEGA,0.44901681865005866,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.7449923154875502,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.746293613100204,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_natural_free_1,0.9952317823890993,1
H51-LFCP,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.7602981987154893,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_places_free_1,1.0000000000000002,1
H51-LFCP,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.758981664050315,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.9824314383090469,1
H51-LFCP,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.7503379603043694,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_pois_free_1,1.0000000000000002,1
H51-LFCP,tianjin-latest-free.shp-gis_osm_railways_free_1,0.5665624048478186,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_roads_free_1,0.7374385163807645,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.7523530032289149,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.9856737883701553,1
H51-LFCP,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.7553180795099294,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_transport_free_1,0.9984126984126986,1
H51-LFCP,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.6957639274971822,0
H51-LFCP,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.6746408230210182,0
H51-LRDL,H51-AANP,0.6806492214994498,0
H51-LRDL,H51-AGNP,0.6789347398332044,0
H51-LRDL,H51-BOUA,0.6056768077248988,0
H51-LRDL,H51-BOUL,0.9192671669651022,1
H51-LRDL,H51-BOUP,0.6845261969658809,0
H51-LRDL,H51-BRGA,0.8832690544515674,0
H51-LRDL,H51-BRGL,0.9598864714940423,1
H51-LRDL,H51-BRGP,0.6806492214994498,0
H51-LRDL,H51-CPTL,0.8987282403815899,0
H51-LRDL,H51-HFCA,0.8697120111606892,0
H51-LRDL,H51-HFCL,0.9223161543314975,1
H51-LRDL,H51-HFCP,0.6708356730265632,0
H51-LRDL,H51-HYDA,0.5647558602970663,0
H51-LRDL,H51-HYDL,0.9694584179118517,1
H51-LRDL,H51-HYDP,0.6789347398332044,0
H51-LRDL,H51-LFCL,0.9339116092550839,1
H51-LRDL,H51-LFCP,0.6815585512804674,0
H51-LRDL,H51-LRRL,0.8758807397231188,0
H51-LRDL,H51-RESA,0.8677520354910487,0
H51-LRDL,H51-RESP,0.6789347398332044,0
H51-LRDL,H51-RFCA,0.8597344355068381,0
H51-LRDL,H51-RFCP,0.6801955296653597,0
H51-LRDL,H51-TERL,0.6489676645639564,0
H51-LRDL,H51-TERP,0.6801955296653597,0
H51-LRDL,H51-VEGA,0.7233165065341207,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.8233797086525824,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.8238441671958722,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.6806492214994498,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.8273817911792968,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_places_free_1,0.6815585512804674,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.8306847125013699,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.6845261969658809,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.8181612036157918,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.6815585512804674,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.8383200662692623,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.887780282369781,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.8285826026750164,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.6669333681694861,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.8254984727524904,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.6798503844852782,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.8379144807799166,0
H51-LRDL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.9695636117328529,1
H51-LRRL,H51-AANP,0.5844112489818346,0
H51-LRRL,H51-AGNP,0.5832459213039021,0
H51-LRRL,H51-BOUA,0.6647314908377918,0
H51-LRRL,H51-BOUL,0.9207878746497293,1
H51-LRRL,H51-BOUP,0.5868022988728283,0
H51-LRRL,H51-BRGA,0.8704768470738238,0
H51-LRRL,H51-BRGL,0.8842246783783418,0
H51-LRRL,H51-BRGP,0.5844112489818346,0
H51-LRRL,H51-CPTL,0.8772191952082696,0
H51-LRRL,H51-HFCA,0.8427207267749608,0
H51-LRRL,H51-HFCL,0.8939232268709733,0
H51-LRRL,H51-HFCP,0.5748716947434658,0
H51-LRRL,H51-HYDA,0.6355362272125836,0
H51-LRRL,H51-HYDL,0.8503130561017637,0
H51-LRRL,H51-HYDP,0.5832459213039021,0
H51-LRRL,H51-LFCL,0.8062636355814704,0
H51-LRRL,H51-LFCP,0.5826295073690851,0
H51-LRRL,H51-LRDL,0.8758807397231188,0
H51-LRRL,H51-RESA,0.8510644963469901,0
H51-LRRL,H51-RESP,0.5832459213039021,0
H51-LRRL,H51-RFCA,0.7991963103591765,0
H51-LRRL,H51-RFCP,0.5844112489818346,0
H51-LRRL,H51-TERL,0.6719939292330114,0
H51-LRRL,H51-TERP,0.5844112489818346,0
H51-LRRL,H51-VEGA,0.7709062690446925,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_buildings_a_free_1,0.7199214625562823,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_landuse_a_free_1,0.7285743647504683,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_natural_free_1,0.5844112489818346,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_places_a_free_1,0.7237489257049878,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_places_free_1,0.5826295073690851,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_pofw_a_free_1,0.7237489257049878,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_pofw_free_1,0.5868022988728283,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_pois_a_free_1,0.7181908821174451,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_pois_free_1,0.5826295073690851,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_railways_free_1,0.8119119216534528,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_roads_free_1,0.7749548247777318,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_traffic_a_free_1,0.7237489257049878,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_traffic_free_1,0.5713010630990965,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_transport_a_free_1,0.7241164058964481,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_transport_free_1,0.5802276422100198,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_water_a_free_1,0.7929697474734854,0
H51-LRRL,tianjin-latest-free.shp-gis_osm_waterways_free_1,0.8809497721621258,0
H51-RESA,H51-AANP,0.7193889670630474,0
H51-RESA,H51-AGNP,0.7176962871405462,0
H51-RESA,H51-BOUA,0.5366734884263649,0
H51-RESA,H51-BOUL,0.901906414585613,1
H51-RESA,H51-BOUP,0.7252388847475946,0
H51-RESA,H51-BRGA,0.9616307726770964,1
H51-RESA,H51-BRGL,0.8947614172656086,0
H51-RESA,H51-BRGP,0.7193889670630474,0
H51-RESA,H51-CPTL,0.9319845696658493,1
H51-RESA,H51-HFCA,0.974644647071485,1
